season,gameId,period,startAction,endAction,offenseCount,defenseCount,missingOffense,missingDefense,class,fabricatedPlayers
2024-25,0022400505,4,595,604,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400505,4,606,606,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400505,4,608,609,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400505,4,611,612,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400505,4,616,616,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400505,4,619,619,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400505,4,622,622,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400505,4,624,624,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400505,4,625,626,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400505,4,627,640,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,346,346,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,348,348,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,350,352,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,353,353,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,354,355,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,356,356,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,358,358,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,359,360,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,361,362,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,363,364,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,365,366,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,367,367,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,368,370,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,371,371,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,372,372,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,374,374,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,376,376,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,378,379,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,380,380,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,382,383,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,384,384,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,387,388,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,389,390,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,391,392,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,395,395,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,396,397,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,398,399,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,400,400,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,402,402,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,403,404,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,405,405,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,406,406,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,408,409,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,410,411,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,412,412,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,414,441,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,442,442,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,444,444,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,445,445,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,447,448,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,449,449,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,451,452,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,453,454,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,455,455,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,457,458,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,459,459,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,461,461,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400523,3,464,465,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400523,3,466,466,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400527,3,432,433,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400542,3,433,434,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400542,3,435,435,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400542,3,436,436,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400542,3,437,437,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400542,3,440,447,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,367,368,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,369,369,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,371,372,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,375,376,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,377,378,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,379,379,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,380,380,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,382,382,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,384,388,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,389,389,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,391,393,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,397,400,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,401,401,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,402,403,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,404,404,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,406,406,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,407,407,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,410,410,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,412,413,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,414,414,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,417,417,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,419,420,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,421,430,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,432,434,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,438,441,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,442,442,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,444,445,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,446,446,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,448,448,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,452,457,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,458,458,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,460,460,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,462,463,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,464,465,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400547,3,466,466,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400547,3,468,470,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400556,3,411,411,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400556,3,413,415,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400556,3,417,421,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400556,3,421,421,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,2,331,333,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,2,337,342,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,2,344,346,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,2,347,347,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,2,348,348,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,2,352,353,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,2,354,355,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,2,356,359,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,365,366,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,367,367,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,368,368,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,370,370,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,374,376,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,378,378,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,380,380,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,383,384,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,385,385,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,388,388,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,390,390,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,392,392,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,395,395,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,402,410,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,411,414,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,416,419,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,420,420,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,421,422,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,423,424,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,425,425,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,429,429,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,430,432,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,433,437,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,439,440,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,441,444,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,446,446,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,448,455,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,456,457,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,458,458,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,465,466,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,467,469,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,474,476,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,477,477,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,479,481,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,488,518,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,491,491,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,493,494,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,495,496,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,497,497,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,499,499,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,500,500,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,501,504,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,505,505,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400557,3,507,514,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400557,3,515,517,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,351,351,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,353,354,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,356,356,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,357,358,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,359,359,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,361,361,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,363,363,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,366,367,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,370,372,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,373,376,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,378,378,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,380,382,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,387,390,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,391,393,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,394,394,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,396,396,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,398,399,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,400,401,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,402,402,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,403,404,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,405,407,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,408,408,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,413,417,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,419,419,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,421,421,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,422,422,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,423,424,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,425,425,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,427,429,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,430,432,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,434,437,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,440,448,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,449,449,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,453,459,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,462,465,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,466,467,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,468,468,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,470,472,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,473,473,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400559,3,475,476,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400559,3,477,477,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400565,4,672,672,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400565,4,676,676,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400565,4,680,686,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400565,4,687,687,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400566,4,709,709,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400566,4,711,713,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400566,4,716,719,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400566,4,720,722,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400568,2,182,182,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400568,2,185,186,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400568,2,187,187,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400568,2,189,194,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400568,2,195,196,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400568,2,197,197,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400568,2,198,203,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,2,328,336,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,2,339,340,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,2,341,341,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,2,343,343,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,2,347,348,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,2,349,349,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,2,351,352,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,2,353,353,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,361,361,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,362,362,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,363,363,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,365,367,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,369,373,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,374,375,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,376,376,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,378,378,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,379,379,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,383,384,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,385,385,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,387,388,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,389,391,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,392,393,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,394,394,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,402,403,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,404,405,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,406,406,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,411,414,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,415,416,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,418,419,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,420,421,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,422,432,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,433,434,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,437,442,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,443,444,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,445,445,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,447,448,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,453,453,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,456,457,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,458,459,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,460,460,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,462,463,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,468,468,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,477,477,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,481,481,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,482,484,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,485,485,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,486,489,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,492,493,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,494,494,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,496,496,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400588,3,498,498,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400588,3,499,501,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400590,1,70,71,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400590,1,72,72,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400590,1,74,74,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400590,1,81,81,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400590,1,83,83,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400590,1,85,86,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400590,1,87,91,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400590,1,92,92,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,264,264,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,266,267,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,268,270,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,272,273,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,275,276,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,277,277,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,280,280,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,283,283,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,287,290,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,291,292,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,293,293,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,295,295,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,297,298,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,300,300,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400606,2,302,302,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400606,2,306,314,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,329,329,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,335,335,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,339,341,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,342,343,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,344,344,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,346,346,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,347,347,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,351,352,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,353,353,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,355,356,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,357,357,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,359,360,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,361,363,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,364,364,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,365,365,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,367,367,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,369,370,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,371,380,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,381,381,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,382,470,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,392,392,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,397,397,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,398,398,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,400,400,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,406,406,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,408,410,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,421,421,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,423,424,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,425,427,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,432,434,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,435,437,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,439,439,5,4,0,1,DEFENSE_INCOMPLETE,NO
2024-25,0022400608,3,443,445,4,5,1,0,OFFENSE_INCOMPLETE,NO
2024-25,0022400608,3,448,452,5,4,0,1,DEFENSE_INCOMPLETE,NO
